0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
14512;;зовут;«¬ј“№;V ipf praes pl indic - 3p;;;’от€ его все _зовут_ –убака , ну;т;у;в;о;з;;V;«¬ј“№;V ipf praes pl indic - 3p;№
14513;;–убака;–”Ѕј ј;S m anim nom sg;;;его все зовут _–убака_ , ну это;а;к;а;б;у;р;S;–”Ѕј ј;S m anim nom sg;ј
14514;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14515;;ну;Ќ”;PART;;;зовут –убака , _ну_ это из комикса;у;н;;;;;PART;Ќ”;PART;”
14516;;это;Ё“ќ;SPRO n - nom sg;;;–убака , ну _это_ из комикса ,;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
14517;;из;»«;PR;;;, ну это _из_ комикса , не;з;и;;;;;PR;»«;PR;«
14518;;комикса; ќћ» —;S m inan gen sg;;;ну это из _комикса_ , не важно;а;с;к;и;м;о;S; ќћ» —;S m inan gen sg;—
14519;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14520;;не;Ќ≈;PART;;;из комикса , _не_ важно !;е;н;;;;;PART;Ќ≈;PART;≈
14521;;важно;¬ј∆Ќџ…;A - - sg brev n -;;;комикса , не _важно_ !;о;н;ж;а;в;;A;¬ј∆Ќќ;ADV -;…
14522;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
14523;;;;;;;;;;;;;;;;;
14524;# sent = 1120;;;;;;;;;;;;;;;;
14525;;¬от;¬ќ“;PART;;;! _¬от_ , ну €;т;о;в;;;;PART;¬ќ“;PART;“
14526;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14527;;ну;Ќ”;PART;;;¬от , _ну_ € така€ Ђ;у;н;;;;;PART;Ќ”;PART;”
14528;;€;я;SPRO sg 1p - nom;;;¬от , ну _€_ така€ Ђ нууу;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
14529;;така€;“ј ќ…;APRO - nom sg plen f -;;;, ну € _така€_ Ђ нууу Е;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
14530;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14531;;нууу;Ќ”””;INTJ;;;€ така€ Ђ _нууу_ Е ї ,;у;у;у;н;;;INTJ;Ќ”””;INTJ;”
14532;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14533;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14534;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14535;;вот;¬ќ“;PART;;;Е ї , _вот_ .;т;о;в;;;;PART;¬ќ“;PART;“
14536;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14537;;;;;;;;;;;;;;;;;
14538;# sent = 1121;;;;;;;;;;;;;;;;
14539;;ј;ј;CONJ;;;. _ј_ потом ты мне;а;;;;;;CONJ;ј;CONJ;ј
14540;;потом;ѕќ“ќћ;ADV -;;;ј _потом_ ты мне кинула;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
14541;;ты;“џ;SPRO sg 2p - nom;;;ј потом _ты_ мне кинула песню;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
14542;;мне;я;SPRO sg 1p - dat;;;ј потом ты _мне_ кинула песню ,;е;н;м;;;;SPRO;я;SPRO sg 1p - dat;я
14543;;кинула; »Ќ”“№;V pf praet sg indic f -;;;потом ты мне _кинула_ песню , €;а;л;у;н;и;к;V; »Ќ”“№;V pf praet sg indic f -;№
14544;;песню;ѕ≈—Ќя;S f inan acc sg;;;ты мне кинула _песню_ , € така€;ю;н;с;е;п;;S;ѕ≈—Ќя;S f inan acc sg;я
14545;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14546;;€;я;SPRO sg 1p - nom;;;кинула песню , _€_ така€ : Ђ;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
14547;;така€;“ј ќ…;APRO - nom sg plen f -;;;песню , € _така€_ : Ђ ј;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
14548;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
14549;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14550;;ј;ј;CONJ;;;така€ : Ђ _ј_ , это же;а;;;;;;CONJ;ј;CONJ;ј
14551;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14552;;это;Ё“ќ;SPRO n - nom sg;;;Ђ ј , _это_ же этот исполнитель;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
14553;;же;∆≈;PART;;;ј , это _же_ этот исполнитель ї;е;ж;;;;;PART;∆≈;PART;≈
14554;;этот;Ё“ќ“;APRO - nom sg plen m -;;;, это же _этот_ исполнитель ї ,;т;о;т;э;;;APRO;Ё“ќ“;A - nom sg plen m -;“
14555;;исполнитель;»—ѕќЋЌ»“≈Ћ№;S m anim nom sg;;;это же этот _исполнитель_ ї , всЄ;ь;л;е;т;и;н;S;»—ѕќЋЌ»“≈Ћ№;S m anim nom sg;№
14556;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14557;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14558;;всЄ;¬—≈;S n - nom sg;;;исполнитель ї , _всЄ_ такое .;Є;с;в;;;;S;¬—≈;S n - nom sg;≈
14559;;такое;“ј ќ…;APRO - nom sg plen n -;;;ї , всЄ _такое_ .;е;о;к;а;т;;APRO;“ј ќ…;A - nom sg plen n -;…
14560;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14561;;;;;;;;;;;;;;;;;
14562;# sent = 1122;;;;;;;;;;;;;;;;
14563;;Ќу;Ќ”;PART;;;. _Ќу_ , кк;у;н;;;;;PART;Ќ”;PART;”
14564;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14565;"<distinct form=""";;;;;;;;;;;;;;;;
14566;<dist>;кк;;;;;;;;;;;;;;;
14567;""">";;;;;;;;;;;;;;;;
14568;;как; ј ;ADV -;;;кк _как_ бы ,;к;а;к;;;;ADV; ј ;ADV -; 
14569;</distinct>;;;;;;;;;;;;;;;;
14570;;бы;Ѕџ;PART;;;как _бы_ , не только;ы;б;;;;;PART;Ѕџ;PART;џ
14571;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14572;;не;Ќ≈;PART;;;бы , _не_ только исполнитель ,;е;н;;;;;PART;Ќ≈;PART;≈
14573;;только;“ќЋ№ ќ;PART;;;бы , не _только_ исполнитель , автор;о;к;ь;л;о;т;PART;“ќЋ№ ќ;PART;ќ
14574;;исполнитель;»—ѕќЋЌ»“≈Ћ№;S m anim nom sg;;;, не только _исполнитель_ , автор ,;ь;л;е;т;и;н;S;»—ѕќЋЌ»“≈Ћ№;S m anim nom sg;№
14575;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14576;;автор;ј¬“ќ–;S m anim nom sg;;;только исполнитель , _автор_ , видимо .;р;о;т;в;а;;S;ј¬“ќ–;S m anim nom sg;–
14577;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14578;;видимо;¬»ƒ»ћќ;PARENTH;;;, автор , _видимо_ .;о;м;и;д;и;в;ADV;¬»ƒ»ћќ;ADV -;ќ
14579;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14580;;;;;;;;;;;;;;;;;
14581;# sent = 1123;;;;;;;;;;;;;;;;
14582;;¬от;¬ќ“;PART;;;. _¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
14583;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14584;;;;;;;;;;;;;;;;;
14585;# sent = 1124;;;;;;;;;;;;;;;;
14586;;Ќу;Ќ”;PART;;;. _Ќу_ и мы ,;у;н;;;;;PART;Ќ”;PART;”
14587;;и;»;CONJ;;;Ќу _и_ мы , короче;и;;;;;;CONJ;»;CONJ;»
14588;;мы;ћџ;SPRO pl 1p - nom;;;Ќу и _мы_ , короче ,;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14589;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14590;;короче; ќ–ќ„≈;PARENTH;;;и мы , _короче_ , в;е;ч;о;р;о;к;ADV; ќ–ќ„≈;ADV comp;≈
14591;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14592;;в;¬;PR;;;, короче , _в_ тооот;в;;;;;;PR;¬;PR;¬
14593;"<distinct form=""";;;;;;;;;;;;;;;;
14594;<dist>;тооот;;;;;;;;;;;;;;;
14595;""">";;;;;;;;;;;;;;;;
14596;;тот;“ќ“;APRO - acc sg plen m inan;;;тооот _тот_ Е вечер;т;о;т;;;;APRO;“ќ“;A - acc sg plen m inan;“
14597;</distinct>;;;;;;;;;;;;;;;;
14598;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14599;;вечер;¬≈„≈–;S m inan acc sg;;;тот Е _вечер_ , это был;р;е;ч;е;в;;S;¬≈„≈–;S m inan acc sg;–
14600;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14601;;это;Ё“ќ;SPRO n - nom sg;;;Е вечер , _это_ был Ђ ¬икинг;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
14602;;был;Ѕџ“№;V ipf praet sg indic m -;;;вечер , это _был_ Ђ ¬икинг ї;л;ы;б;;;;V;Ѕџ“№;V ipf praet sg indic m -;№
14603;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14604;;¬икинг;¬» »Ќ√;S m anim nom sg;;;это был Ђ _¬икинг_ ї ещЄ на;г;н;и;к;и;в;S;¬» »Ќ√;S m anim nom sg;√
14605;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14606;;ещЄ;≈ў≈;ADV -;;;Ђ ¬икинг ї _ещЄ_ на старом адресе;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
14607;;на;Ќј;PR;;;¬икинг ї ещЄ _на_ старом адресе ,;а;н;;;;;PR;Ќј;PR;ј
14608;;старом;—“ј–џ…;A - loc sg plen m -;;;ї ещЄ на _старом_ адресе , мы;м;о;р;а;т;с;A;—“ј–џ…;A - loc sg plen m -;…
14609;;адресе;јƒ–≈—;S m inan loc sg;;;ещЄ на старом _адресе_ , мы эээ;е;с;е;р;д;а;S;јƒ–≈—;S m inan loc sg;—
14610;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14611;;мы;ћџ;SPRO pl 1p - nom;;;старом адресе , _мы_ эээ Е;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14612;;эээ;ЁЁЁ;INTJ;;;адресе , мы _эээ_ Е;э;э;э;;;;NONLEX;ЁЁЁ;NONLEX;Ё
14613;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14614;;;;;;;;;;;;;;;;;
14615;# sent = 1125;;;;;;;;;;;;;;;;
14616;; анцлера; јЌ÷Ћ≈–;S m anim acc sg;;;Е _ анцлера_ , собсно;а;р;е;л;ц;н;S; јЌ÷Ћ≈–;S m inan gen sg;–
14617;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14618;"<distinct form=""";;;;;;;;;;;;;;;;
14619;<dist>;собсно;;;;;;;;;;;;;;;
14620;""">";;;;;;;;;;;;;;;;
14621;;собственно;—ќЅ—“¬≈ЌЌќ;PARENTH;;;собсно _собственно_ , ждали;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -;ќ
14622;</distinct>;;;;;;;;;;;;;;;;
14623;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14624;;ждали;∆ƒј“№;V ipf praet pl indic - -;;;собственно , _ждали_ минут сорок .;и;л;а;д;ж;;V;∆ƒј“№;V ipf praet pl indic - -;№
14625;;минут;ћ»Ќ”“ј;S f inan gen pl;;;, ждали _минут_ сорок .;т;у;н;и;м;;S;ћ»Ќ”“ј;S f inan gen pl;ј
14626;;сорок;—ќ–ќ ;NUM gen - -;;;, ждали минут _сорок_ .;к;о;р;о;с;;NUM;—ќ–ќ ;NUM acc - -; 
14627;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14628;;;;;;;;;;;;;;;;;
14629;# sent = 1126;;;;;;;;;;;;;;;;
14630;;Ќа;Ќј;PR;;;. _Ќа_ ногах .;а;н;;;;;PR;Ќј;PR;ј
14631;;ногах;Ќќ√ј;S f inan loc pl;;;Ќа _ногах_ .;х;а;г;о;н;;S;Ќќ√ј;S f inan loc pl;ј
14632;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14633;;;;;;;;;;;;;;;;;
14634;# sent = 1127;;;;;;;;;;;;;;;;
14635;"<distinct form=""";;;;;;;;;;;;;;;;
14636;<dist>;“сь;;;;;;;;;;;;;;;
14637;""">";;;;;;;;;;;;;;;;
14638;;то есть;то есть;CONJ;;;“сь _то есть_ она ,;ь;т;с;е;;о;CONJ;то есть;ADV -;ь
14639;</distinct>;;;;;;;;;;;;;;;;
14640;;она;ќЌј;SPRO sg 3p f nom;;;то есть _она_ , ну ,;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14641;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14642;;ну;Ќ”;PART;;;она , _ну_ , чЄ-то;у;н;;;;;PART;Ќ”;PART;”
14643;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14644;"<distinct form=""";;;;;;;;;;;;;;;;
14645;<dist>;чЄ-то;;;;;;;;;;;;;;;
14646;""">";;;;;;;;;;;;;;;;
14647;;что-то;„“ќ-“ќ;SPRO n inan nom sg;;;чЄ-то _что-то_ Е прошло;о;т;-;о;т;ч;SPRO;„“ќ-“ќ;S n - acc sg;ќ
14648;</distinct>;;;;;;;;;;;;;;;;
14649;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14650;;прошло;ѕ–ќ…“»;V pf praet sg indic n -;;;что-то Е _прошло_ двадцать минут ,;о;л;ш;о;р;п;A;ѕ–ќЎЋџ…;A - - sg brev n -;…
14651;;двадцать;ƒ¬јƒ÷ј“№;NUM gen - -;;;Е прошло _двадцать_ минут ,;ь;т;а;ц;д;а;NUM;ƒ¬јƒ÷ј“№;NUM acc - -;№
14652;;минут;ћ»Ќ”“ј;S f inan gen pl;;;Е прошло двадцать _минут_ , када;т;у;н;и;м;;S;ћ»Ќ”“ј;S f inan gen pl;ј
14653;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14654;"<distinct form=""";;;;;;;;;;;;;;;;
14655;<dist>;када;;;;;;;;;;;;;;;
14656;""">";;;;;;;;;;;;;;;;
14657;;когда; ќ√ƒј;CONJ;;;када _когда_ по идее;а;д;г;о;к;;CONJ; ќ√ƒј;CONJ;ј
14658;</distinct>;;;;;;;;;;;;;;;;
14659;;по;ѕќ;PR;;;когда _по_ идее концерт начиналс€;о;п;;;;;PR;ѕќ;PR;ќ
14660;;идее;»ƒ≈я;S f inan dat sg;;;когда по _идее_ концерт начиналс€ ,;е;е;д;и;;;S;»ƒ≈я;S f inan dat sg;я
14661;;концерт; ќЌ÷≈–“;S m inan nom sg;;;по идее _концерт_ начиналс€ , допустим;т;р;е;ц;н;о;S; ќЌ÷≈–“;S m inan acc sg;“
14662;;начиналс€;Ќј„»Ќј“№—я;V ipf praet sg indic m -;;;по идее концерт _начиналс€_ , допустим ,;€;с;л;а;н;и;V;Ќј„»Ќј“№—я;V ipf praet sg indic m -;я
14663;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14664;;допустим;ƒќѕ”—“»“№;V pf - pl imper - 1p;;;концерт начиналс€ , _допустим_ , ровно в;м;и;т;с;у;п;V;ƒќѕ”—“»“№;V pf - pl imper - 1p;№
14665;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14666;;ровно;–ќ¬Ќќ;ADV -;;;, допустим , _ровно_ в шесть или;о;н;в;о;р;;ADV;–ќ¬Ќќ;ADV -;ќ
14667;;в;¬;PR;;;допустим , ровно _в_ шесть или в;в;;;;;;PR;¬;PR;¬
14668;;шесть;Ў≈—“№;NUM acc - -;;;, ровно в _шесть_ или в семь;ь;т;с;е;ш;;NUM;Ў≈—“№;NUM acc - -;№
14669;;или;»Ћ»;CONJ;;;ровно в шесть _или_ в семь ,;и;л;и;;;;CONJ;»Ћ»;CONJ;»
14670;;в;¬;PR;;;в шесть или _в_ семь , прошло;в;;;;;;PR;¬;PR;¬
14671;;семь;—≈ћ№;NUM acc - -;;;шесть или в _семь_ , прошло двадцать;ь;м;е;с;;;NUM;—≈ћ№;NUM acc - -;№
14672;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14673;;прошло;ѕ–ќ…“»;V pf praet sg indic n -;;;в семь , _прошло_ двадцать минут ,;о;л;ш;о;р;п;V;ѕ–ќ…“»;V pf praet sg indic n -;»
14674;;двадцать;ƒ¬јƒ÷ј“№;NUM num - -;;;семь , прошло _двадцать_ минут , потом;ь;т;а;ц;д;а;NUM;ƒ¬јƒ÷ј“№;NUM acc - -;№
14675;;минут;ћ»Ќ”“ј;S f inan gen pl;;;, прошло двадцать _минут_ , потом она;т;у;н;и;м;;S;ћ»Ќ”“ј;S f inan gen pl;ј
14676;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14677;;потом;ѕќ“ќћ;ADV -;;;двадцать минут , _потом_ она пришла ,;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
14678;;она;ќЌј;SPRO sg 3p f nom;;;минут , потом _она_ пришла , мы;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14679;;пришла;ѕ–»…“»;V pf praet sg indic f -;;;, потом она _пришла_ , мы такие;а;л;ш;и;р;п;V;ѕ–»…“»;V pf praet sg indic f -;»
14680;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14681;;мы;ћџ;SPRO pl 1p - nom;;;она пришла , _мы_ такие Ђ ваау;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14682;;такие;“ј ќ…;APRO - nom pl plen - anim;;;пришла , мы _такие_ Ђ ваау ,;е;и;к;а;т;;APRO;“ј ќ…;A - acc pl plen - inan;…
14683;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14684;;ваау;¬ј”;INTJ;distort;;мы такие Ђ _ваау_ , клЄво !;у;а;а;в;;;INTJ;¬јј”;S - inan loc sg;”
14685;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14686;;клЄво; Ћ≈¬џ…;A - gen sg plen m -;;;Ђ ваау , _клЄво_ ! ї ,;о;в;Є;л;к;;A; Ћ≈¬џ…;A - gen sg plen m -;…
14687;;!;!;PUNCT;;;;;;;;;;PUNCT;;;
14688;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14689;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14690;;и;»;CONJ;;;! ї , _и_ она спела ,;и;;;;;;CONJ;»;CONJ;»
14691;;она;ќЌј;SPRO sg 3p f nom;;;ї , и _она_ спела , как;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14692;;спела;—ѕ≈“№;V pf praet sg indic f -;;;, и она _спела_ , как всегда;а;л;е;п;с;;V;—ѕ≈“№;V pf praet sg indic f -;№
14693;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14694;;как; ј ;CONJ;;;она спела , _как_ всегда , первую;к;а;к;;;;CONJ; ј ;CONJ; 
14695;;всегда;¬—≈√ƒј;PARENTH;;;спела , как _всегда_ , первую песню;а;д;г;е;с;в;ADV;¬—≈√ƒј;ADV -;ј
14696;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14697;;первую;ѕ≈–¬џ…;ANUM - acc sg plen f -;;;как всегда , _первую_ песню Ђ „езаре;ю;у;в;р;е;п;A;ѕ≈–¬џ…;A - acc sg plen f -;…
14698;;песню;ѕ≈—Ќя;S f inan acc sg;;;всегда , первую _песню_ Ђ „езаре Ѕорджиа;ю;н;с;е;п;;S;ѕ≈—Ќя;S f inan acc sg;я
14699;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14700;;„езаре;„≈«ј–≈;S m anim nom sg;;;первую песню Ђ _„езаре_ Ѕорджиа ї ,;е;р;а;з;е;ч;S;„≈«ј–≈;S m anim nonflex -;≈
14701;;Ѕорджиа;Ѕќ–ƒ∆»ј;S - anim nom sg;;;песню Ђ „езаре _Ѕорджиа_ ї , не;а;и;ж;д;р;о;S;Ѕќ–ƒ∆»ј;S - inan loc sg;ј
14702;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14703;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14704;;не;Ќ≈;PART;;;Ѕорджиа ї , _не_ знаю , ну;е;н;;;;;PART;Ќ≈;PART;≈
14705;;знаю;«Ќј“№;V ipf praes sg indic - 1p;;;ї , не _знаю_ , ну ,;ю;а;н;з;;;V;«Ќј“№;V ipf praes sg indic - 1p;№
14706;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14707;;ну;Ќ”;PART;;;не знаю , _ну_ , ей удобно;у;н;;;;;PART;Ќ”;PART;”
14708;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14709;;ей;ќЌј;SPRO sg 3p f dat;;;, ну , _ей_ удобно с неЄ;й;е;;;;;SPRO;ќЌј;SPRO sg 3p f dat;ј
14710;;удобно;”ƒќЅЌќ;ADV -;;;ну , ей _удобно_ с неЄ начинать;о;н;б;о;д;у;ADV;”ƒќЅЌќ;ADV -;ќ
14711;;с;—;PR;;;, ей удобно _с_ неЄ начинать Е;с;;;;;;PR;—;PR;—
14712;;неЄ;ќЌј;SPRO sg 3p f gen;;;ей удобно с _неЄ_ начинать Е;Є;е;н;;;;SPRO;ќЌј;SPRO sg 3p f acc;ј
14713;;начинать;Ќј„»Ќј“№;V ipf - - inf - -;;;удобно с неЄ _начинать_ Е;ь;т;а;н;и;ч;V;Ќј„»Ќј“№;V ipf - - inf - -;№
14714;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
14715;;;;;;;;;;;;;;;;;
14716;# sent = 1128;;;;;;;;;;;;;;;;
14717;"<span class=""note"">";;;;;;;;;;;;;;;;
14718;<note>;ой, кисточка упала;;;;;;;;;;;;;;;
14719;</span>;;;;;;;;;;;;;;;;
14720;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14721;;;;;;;;;;;;;;;;;
14722;# sent = 1129;;;;;;;;;;;;;;;;
14723;# speaker =  от;;;;;;;;;;;;;;;;
14724;# sent = 1130;;;;;;;;;;;;;;;;
14725;;¬от;¬ќ“;PART;;;_¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
14726;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14727;;;;;;;;;;;;;;;;;
14728;# sent = 1131;;;;;;;;;;;;;;;;
14729;;»;»;CONJ;;;. _»_ потом она оп€ть;и;;;;;;CONJ;»;CONJ;»
14730;;потом;ѕќ“ќћ;ADV -;;;» _потом_ она оп€ть ушла;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
14731;;она;ќЌј;SPRO sg 3p f nom;;;» потом _она_ оп€ть ушла .;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
14732;;оп€ть;ќѕя“№;ADV -;;;» потом она _оп€ть_ ушла .;ь;т;€;п;о;;ADV;ќѕя“№;ADV -;№
14733;;ушла;”…“»;V pf praet sg indic f -;;;потом она оп€ть _ушла_ .;а;л;ш;у;;;V;”…“»;V pf praet sg indic f -;»
14734;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
14735;;;;;;;;;;;;;;;;;
14736;# sent = 1132;;;;;;;;;;;;;;;;
14737;;»;»;CONJ;;;. _»_ мы оп€ть сто€ли;и;;;;;;CONJ;»;CONJ;»
14738;;мы;ћџ;SPRO pl 1p - nom;;;» _мы_ оп€ть сто€ли ещЄ;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14739;;оп€ть;ќѕя“№;ADV -;;;» мы _оп€ть_ сто€ли ещЄ полчаса;ь;т;€;п;о;;ADV;ќѕя“№;ADV -;№
14740;;сто€ли;—“ќя“№;V ipf praet pl indic - -;;;» мы оп€ть _сто€ли_ ещЄ полчаса или;и;л;€;о;т;с;V;—“ќя“№;V ipf praet pl indic - -;№
14741;;ещЄ;≈ў≈;ADV -;;;мы оп€ть сто€ли _ещЄ_ полчаса или тоже;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
14742;;полчаса;ѕќЋ„ј—ј;S m inan acc sg;;;оп€ть сто€ли ещЄ _полчаса_ или тоже минут;а;с;а;ч;л;о;S;ѕќЋ„ј—ј;S m inan acc sg;ј
14743;;или;»Ћ»;CONJ;;;сто€ли ещЄ полчаса _или_ тоже минут сорок;и;л;и;;;;CONJ;»Ћ»;CONJ;»
14744;;тоже;“ќ∆≈;PART;;;ещЄ полчаса или _тоже_ минут сорок ,;е;ж;о;т;;;PART;“ќ∆≈;PART;≈
14745;;минут;ћ»Ќ”“ј;S f inan gen pl;;;полчаса или тоже _минут_ сорок , мы;т;у;н;и;м;;S;ћ»Ќ”“ј;S f inan gen pl;ј
14746;;сорок;—ќ–ќ ;NUM gen - -;;;или тоже минут _сорок_ , мы такие;к;о;р;о;с;;NUM;—ќ–ќ ;NUM acc - -; 
14747;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14748;;мы;ћџ;SPRO pl 1p - nom;;;минут сорок , _мы_ такие Ђ что;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
14749;;такие;“ј ќ…;APRO - nom pl plen - -;;;сорок , мы _такие_ Ђ что ,;е;и;к;а;т;;APRO;“ј ќ…;A - nom pl plen - -;…
14750;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14751;;что;„“ќ;CONJ;;;мы такие Ђ _что_ , блин ?;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
14752;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14753;;блин;ЅЋ»Ќ;INTJ;;;Ђ что , _блин_ ? .. ї;н;и;л;б;;;S;ЅЋ»Ќ;S m inan nom sg;Ќ
14754;;?;?..;PUNCT;;;;;;;;;;PUNCT;;;
14755;;..;..;PUNCT;;;;;;;;;;PUNCT;;;
14756;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
14757;;;;;;;;;;;;;;;;;
14758;# sent = 1133;;;;;;;;;;;;;;;;
14759;;¬от;¬ќ“;PART;;;ї _¬от_ , а потом;т;о;в;;;;PART;¬ќ“;PART;“
14760;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
14761;;а;ј;CONJ;;;¬от , _а_ потом пришла и;а;;;;;;CONJ;ј;CONJ;ј
14762;;потом;ѕќ“ќћ;ADV -;;;¬от , а _потом_ пришла и говорит;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
14763;;пришла;ѕ–»…“»;V pf praet sg indic f -;;;, а потом _пришла_ и говорит :;а;л;ш;и;р;п;V;ѕ–»…“»;V pf praet sg indic f -;»
14764;;и;»;CONJ;;;а потом пришла _и_ говорит : Ђ;и;;;;;;CONJ;»;CONJ;»
14765;;говорит;√ќ¬ќ–»“№;V ipf praes sg indic - 3p;;;потом пришла и _говорит_ : Ђ ƒа;т;и;р;о;в;о;V;√ќ¬ќ–»“№;V ipf praes sg indic - 3p;№
14766;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
14767;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
14768;;ƒа;ƒј;PART;;;говорит : Ђ _ƒа_ не , реб€т;а;д;;;;;PART;ƒј;PART;ј
14769;;не;Ќ≈;PART;;;: Ђ ƒа _не_ , реб€т ,;е;н;;;;;PART;Ќ≈;PART;≈
14770;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
